,Concurso,1ª Dezena,2ª Dezena,3ª Dezena,4ª Dezena,5ª Dezena,6ª Dezena,Ganhadores_Sena,Rateio_Sena
1139,1057.0,15.0,49.0,59.0,4.0,3.0,2.0,0.0,0.0
1140,1058.0,20.0,51.0,57.0,45.0,24.0,18.0,1.0,3671709.67
1141,1059.0,37.0,1.0,14.0,45.0,12.0,16.0,1.0,1600783.97
1142,1060.0,1.0,41.0,3.0,18.0,16.0,42.0,1.0,8287163.48
1143,1061.0,9.0,41.0,56.0,23.0,21.0,30.0,0.0,0.0
1144,1062.0,55.0,8.0,2.0,37.0,23.0,33.0,0.0,0.0
1145,1063.0,49.0,1.0,22.0,47.0,44.0,50.0,0.0,0.0
1146,1064.0,28.0,4.0,19.0,16.0,49.0,29.0,0.0,0.0
1147,1065.0,7.0,57.0,19.0,43.0,39.0,30.0,0.0,0.0
1148,1066.0,10.0,43.0,49.0,32.0,25.0,6.0,0.0,0.0
1149,1067.0,14.0,10.0,56.0,25.0,4.0,28.0,0.0,0.0
1150,1068.0,44.0,48.0,25.0,57.0,27.0,47.0,0.0,0.0
1151,1069.0,28.0,17.0,49.0,53.0,45.0,9.0,1.0,36400425.15
1152,1070.0,41.0,53.0,8.0,23.0,5.0,16.0,2.0,8120833.45
1153,,,,,,,,,
1154,1071.0,5.0,37.0,43.0,7.0,53.0,54.0,0.0,0.0
1155,1072.0,19.0,18.0,54.0,47.0,43.0,9.0,0.0,0.0
1156,1073.0,44.0,36.0,32.0,8.0,34.0,25.0,0.0,0.0
1157,1074.0,3.0,47.0,10.0,50.0,29.0,23.0,0.0,0.0
1158,1075.0,53.0,39.0,16.0,21.0,10.0,12.0,0.0,0.0
1159,1076.0,32.0,33.0,10.0,19.0,42.0,4.0,0.0,0.0
1160,1077.0,11.0,6.0,18.0,5.0,37.0,9.0,2.0,14486088.42
1161,,,,,,,,,
1162,1078.0,3.0,6.0,45.0,34.0,41.0,43.0,0.0,0.0
1163,1079.0,36.0,12.0,37.0,24.0,5.0,28.0,1.0,4033499.58
1164,1080.0,56.0,11.0,20.0,41.0,34.0,18.0,0.0,0.0
1165,1081.0,9.0,56.0,29.0,52.0,16.0,24.0,0.0,0.0
1166,1082.0,4.0,40.0,50.0,17.0,55.0,38.0,0.0,0.0
1167,1083.0,20.0,28.0,42.0,23.0,10.0,43.0,0.0,0.0
1168,1084.0,20.0,5.0,29.0,59.0,40.0,33.0,0.0,0.0
1169,1085.0,39.0,50.0,21.0,12.0,40.0,55.0,0.0,0.0
1170,1086.0,45.0,4.0,6.0,23.0,10.0,2.0,4.0,13904065.2
1171,,,,,,,,,
1172,,,,,,,,,
1173,,,,,,,,,
1174,1087.0,36.0,46.0,28.0,32.0,3.0,20.0,0.0,0.0
1175,1088.0,24.0,42.0,35.0,31.0,6.0,57.0,0.0,0.0
1176,1089.0,37.0,48.0,32.0,2.0,18.0,20.0,0.0,0.0
1177,1090.0,24.0,9.0,40.0,20.0,36.0,42.0,0.0,0.0
1178,1091.0,27.0,56.0,17.0,24.0,49.0,23.0,0.0,0.0
1179,1092.0,40.0,30.0,1.0,9.0,33.0,34.0,0.0,0.0
1180,1093.0,27.0,49.0,38.0,23.0,41.0,19.0,0.0,0.0
1181,1094.0,10.0,9.0,48.0,36.0,41.0,21.0,1.0,55863193.02
1182,1095.0,27.0,23.0,36.0,10.0,21.0,16.0,0.0,0.0
1183,1096.0,3.0,41.0,52.0,14.0,13.0,16.0,0.0,0.0
1184,1097.0,21.0,48.0,33.0,1.0,56.0,17.0,1.0,34907671.59
1185,1098.0,30.0,20.0,21.0,11.0,50.0,52.0,1.0,2656519.77
1186,1099.0,55.0,44.0,38.0,35.0,14.0,31.0,0.0,0.0
1187,1100.0,41.0,33.0,17.0,18.0,7.0,42.0,0.0,0.0
1188,1101.0,7.0,12.0,57.0,6.0,24.0,10.0,1.0,22310116.55
1189,1102.0,46.0,23.0,9.0,35.0,11.0,51.0,0.0,0.0
1190,1103.0,41.0,19.0,10.0,28.0,55.0,56.0,0.0,0.0
1191,1104.0,3.0,35.0,58.0,49.0,2.0,6.0,0.0,0.0
1192,1105.0,43.0,1.0,50.0,28.0,57.0,15.0,1.0,21878202.24
1193,1106.0,4.0,15.0,50.0,60.0,43.0,47.0,0.0,0.0
1194,1107.0,36.0,20.0,54.0,9.0,3.0,53.0,0.0,0.0
1195,1108.0,60.0,44.0,7.0,39.0,43.0,9.0,0.0,0.0
1196,1109.0,11.0,52.0,14.0,6.0,29.0,8.0,0.0,0.0
1197,1110.0,26.0,45.0,6.0,28.0,42.0,14.0,2.0,12343077.59
1198,,,,,,,,,
1199,1111.0,4.0,43.0,25.0,9.0,33.0,32.0,1.0,2100928.15
1200,1112.0,4.0,34.0,52.0,32.0,58.0,43.0,0.0,0.0
1201,1113.0,47.0,36.0,29.0,59.0,3.0,6.0,2.0,2321158.61
1202,,,,,,,,,
1203,1114.0,16.0,3.0,22.0,54.0,25.0,15.0,1.0,2310563.74
1204,1115.0,44.0,41.0,18.0,50.0,37.0,30.0,0.0,0.0
1205,1116.0,17.0,20.0,4.0,47.0,9.0,13.0,1.0,14545870.49
1206,1117.0,27.0,35.0,40.0,1.0,6.0,17.0,0.0,0.0
1207,1118.0,55.0,44.0,8.0,20.0,43.0,21.0,0.0,0.0
1208,1119.0,44.0,54.0,41.0,45.0,34.0,10.0,0.0,0.0
1209,1120.0,50.0,55.0,7.0,35.0,44.0,40.0,0.0,0.0
1210,1121.0,18.0,4.0,59.0,54.0,56.0,17.0,1.0,22023474.44
1211,1122.0,49.0,44.0,56.0,26.0,46.0,55.0,0.0,0.0
1212,1123.0,19.0,4.0,39.0,14.0,45.0,60.0,0.0,0.0
1213,1124.0,49.0,11.0,7.0,18.0,16.0,33.0,0.0,0.0
1214,1125.0,7.0,42.0,56.0,29.0,33.0,3.0,1.0,19093732.19
1215,1126.0,59.0,31.0,57.0,4.0,52.0,42.0,0.0,0.0
1216,1127.0,24.0,8.0,14.0,5.0,29.0,30.0,3.0,1463875.35
1217,,,,,,,,,
1218,,,,,,,,,
1219,1128.0,60.0,8.0,39.0,52.0,24.0,16.0,1.0,1903809.92
1220,1129.0,47.0,19.0,17.0,12.0,32.0,55.0,0.0,0.0
1221,1130.0,23.0,49.0,32.0,54.0,18.0,5.0,0.0,0.0
1222,1131.0,49.0,34.0,36.0,1.0,16.0,8.0,0.0,0.0
1223,1132.0,52.0,30.0,27.0,12.0,55.0,33.0,0.0,0.0
1224,1133.0,16.0,5.0,58.0,39.0,10.0,21.0,1.0,23878446.59
1225,1134.0,29.0,36.0,56.0,22.0,9.0,51.0,0.0,0.0
1226,1135.0,5.0,4.0,19.0,39.0,6.0,23.0,1.0,16270571.71
1227,1136.0,7.0,31.0,32.0,37.0,43.0,34.0,0.0,0.0
1228,1137.0,21.0,28.0,19.0,25.0,50.0,43.0,0.0,0.0
1229,1138.0,4.0,25.0,18.0,15.0,36.0,2.0,0.0,0.0
1230,1139.0,36.0,42.0,37.0,9.0,28.0,31.0,0.0,0.0
1231,1140.0,49.0,58.0,40.0,46.0,10.0,27.0,2.0,72450747.46
1232,,,,,,,,,
1233,1141.0,40.0,9.0,37.0,58.0,50.0,60.0,0.0,0.0
1234,1142.0,28.0,31.0,15.0,58.0,3.0,26.0,0.0,0.0
1235,1143.0,35.0,47.0,60.0,44.0,30.0,3.0,0.0,0.0
1236,1144.0,19.0,10.0,49.0,18.0,1.0,44.0,0.0,0.0
1237,1145.0,19.0,3.0,60.0,33.0,24.0,16.0,1.0,14836725.73
1238,1146.0,10.0,34.0,53.0,33.0,28.0,6.0,0.0,0.0
1239,1147.0,23.0,39.0,52.0,31.0,6.0,33.0,0.0,0.0
1240,1148.0,48.0,32.0,29.0,55.0,27.0,28.0,0.0,0.0
1241,1149.0,46.0,54.0,8.0,36.0,7.0,23.0,0.0,0.0
1242,1150.0,28.0,17.0,35.0,52.0,31.0,15.0,0.0,0.0
1243,1151.0,1.0,25.0,4.0,14.0,21.0,51.0,0.0,0.0
1244,1152.0,47.0,36.0,44.0,29.0,20.0,14.0,0.0,0.0
1245,1153.0,55.0,46.0,34.0,17.0,19.0,6.0,0.0,0.0
1246,1154.0,4.0,14.0,21.0,26.0,12.0,28.0,0.0,0.0
1247,1155.0,28.0,58.0,41.0,40.0,51.0,20.0,0.0,0.0
1248,1156.0,31.0,49.0,44.0,24.0,9.0,48.0,0.0,0.0
1249,1157.0,46.0,9.0,43.0,41.0,49.0,29.0,4.0,18179694.01
1250,,,,,,,,,
1251,,,,,,,,,
1252,,,,,,,,,
1253,1158.0,23.0,31.0,60.0,55.0,30.0,54.0,0.0,0.0
1254,1159.0,53.0,46.0,5.0,6.0,34.0,55.0,0.0,0.0
1255,1160.0,40.0,5.0,3.0,48.0,1.0,18.0,1.0,29887804.73
1256,1161.0,48.0,47.0,7.0,4.0,42.0,51.0,0.0,0.0
1257,1162.0,31.0,25.0,18.0,41.0,22.0,30.0,0.0,0.0
1258,1163.0,5.0,51.0,31.0,53.0,47.0,17.0,0.0,0.0
1259,1164.0,17.0,6.0,14.0,40.0,49.0,26.0,0.0,0.0
1260,1165.0,20.0,52.0,60.0,42.0,54.0,40.0,0.0,0.0
1261,1166.0,35.0,28.0,54.0,30.0,22.0,31.0,0.0,0.0
1262,1167.0,43.0,28.0,56.0,20.0,52.0,51.0,0.0,0.0
1263,1168.0,47.0,20.0,4.0,56.0,53.0,5.0,0.0,0.0
1264,1169.0,14.0,1.0,11.0,23.0,42.0,48.0,1.0,46206248.49
1265,1170.0,46.0,11.0,27.0,34.0,49.0,13.0,1.0,19095125.12
1266,1171.0,41.0,3.0,10.0,30.0,57.0,13.0,0.0,0.0
1267,1172.0,28.0,52.0,6.0,43.0,12.0,56.0,0.0,0.0
1268,1173.0,7.0,25.0,24.0,36.0,5.0,47.0,0.0,0.0
1269,1174.0,7.0,52.0,6.0,51.0,47.0,39.0,0.0,0.0
1270,1175.0,2.0,3.0,12.0,37.0,47.0,16.0,0.0,0.0
1271,1176.0,21.0,11.0,49.0,14.0,33.0,30.0,0.0,0.0
1272,1177.0,33.0,52.0,55.0,47.0,38.0,50.0,1.0,32015488.03
1273,1178.0,1.0,53.0,22.0,50.0,45.0,30.0,0.0,0.0
1274,1179.0,59.0,28.0,47.0,60.0,22.0,5.0,0.0,0.0
1275,1180.0,60.0,12.0,34.0,30.0,44.0,57.0,0.0,0.0
1276,1181.0,44.0,18.0,45.0,31.0,26.0,20.0,0.0,0.0
1277,1182.0,52.0,29.0,56.0,60.0,2.0,4.0,0.0,0.0
1278,1183.0,12.0,5.0,10.0,20.0,29.0,37.0,4.0,8393631.32
1279,,,,,,,,,
1280,,,,,,,,,
1281,,,,,,,,,
1282,1184.0,4.0,23.0,27.0,28.0,9.0,30.0,0.0,0.0
1283,1185.0,54.0,10.0,2.0,43.0,21.0,35.0,0.0,0.0
1284,1186.0,41.0,12.0,15.0,7.0,13.0,8.0,1.0,21726964.78
1285,1187.0,8.0,49.0,43.0,17.0,40.0,19.0,0.0,0.0
1286,1188.0,60.0,52.0,59.0,9.0,44.0,20.0,0.0,0.0
1287,1189.0,50.0,21.0,14.0,35.0,31.0,27.0,0.0,0.0
1288,1190.0,11.0,53.0,56.0,37.0,10.0,19.0,2.0,9806336.06
1289,,,,,,,,,
1290,1191.0,25.0,22.0,11.0,16.0,33.0,3.0,0.0,0.0
1291,1192.0,49.0,17.0,20.0,59.0,57.0,52.0,0.0,0.0
1292,1193.0,12.0,54.0,2.0,32.0,14.0,9.0,0.0,0.0
1293,1194.0,24.0,53.0,41.0,6.0,13.0,50.0,0.0,0.0
1294,1195.0,27.0,17.0,57.0,26.0,55.0,20.0,1.0,20642817.77
1295,1196.0,60.0,3.0,20.0,19.0,58.0,6.0,0.0,0.0
1296,1197.0,39.0,54.0,36.0,37.0,60.0,49.0,0.0,0.0
1297,1198.0,29.0,22.0,36.0,58.0,41.0,48.0,0.0,0.0
1298,1199.0,58.0,28.0,23.0,39.0,16.0,19.0,0.0,0.0
1299,1200.0,10.0,3.0,39.0,54.0,56.0,11.0,1.0,21815376.29
1300,1201.0,36.0,32.0,55.0,49.0,60.0,28.0,0.0,0.0
1301,1202.0,9.0,60.0,11.0,53.0,48.0,8.0,0.0,0.0
1302,1203.0,55.0,30.0,33.0,9.0,7.0,38.0,0.0,0.0
1303,1204.0,10.0,25.0,5.0,39.0,52.0,43.0,0.0,0.0
1304,1205.0,14.0,4.0,26.0,35.0,29.0,13.0,0.0,0.0
1305,1206.0,2.0,11.0,37.0,36.0,48.0,6.0,0.0,0.0
1306,1207.0,32.0,35.0,22.0,9.0,56.0,11.0,0.0,0.0
1307,1208.0,45.0,12.0,1.0,26.0,54.0,20.0,0.0,0.0
1308,1209.0,30.0,17.0,38.0,14.0,5.0,35.0,0.0,0.0
1309,1210.0,3.0,7.0,9.0,10.0,31.0,34.0,0.0,0.0
1310,1211.0,36.0,54.0,3.0,31.0,15.0,48.0,7.0,13217564.89
1311,,,,,,,,,
1312,,,,,,,,,
1313,,,,,,,,,
1314,,,,,,,,,
1315,,,,,,,,,
1316,,,,,,,,,
1317,1212.0,35.0,50.0,2.0,23.0,33.0,40.0,0.0,0.0
1318,1213.0,3.0,53.0,45.0,11.0,34.0,26.0,0.0,0.0
1319,1214.0,5.0,41.0,29.0,36.0,30.0,48.0,0.0,0.0
1320,1215.0,47.0,51.0,10.0,50.0,30.0,25.0,0.0,0.0
1321,1216.0,7.0,25.0,4.0,58.0,13.0,27.0,0.0,0.0
1322,1217.0,5.0,43.0,28.0,15.0,11.0,50.0,0.0,0.0
1323,1218.0,33.0,23.0,29.0,46.0,10.0,31.0,0.0,0.0
1324,1219.0,34.0,37.0,41.0,53.0,2.0,33.0,0.0,0.0
1325,1220.0,48.0,55.0,52.0,43.0,5.0,15.0,1.0,119142144.27
1326,1221.0,46.0,5.0,58.0,37.0,14.0,43.0,0.0,0.0
1327,1222.0,26.0,19.0,48.0,57.0,5.0,8.0,0.0,0.0
1328,1223.0,17.0,15.0,48.0,42.0,35.0,47.0,0.0,0.0
1329,1224.0,41.0,19.0,57.0,53.0,21.0,27.0,1.0,13344577.42
1330,1225.0,32.0,55.0,34.0,31.0,50.0,40.0,1.0,24970852.82
1331,1226.0,31.0,55.0,56.0,50.0,40.0,10.0,0.0,0.0
1332,1227.0,35.0,31.0,4.0,30.0,54.0,28.0,1.0,5445377.96
1333,1228.0,36.0,10.0,60.0,52.0,50.0,23.0,0.0,0.0
1334,1229.0,12.0,49.0,60.0,32.0,30.0,40.0,0.0,0.0
1335,1230.0,37.0,35.0,12.0,22.0,19.0,9.0,0.0,0.0
1336,1231.0,20.0,27.0,49.0,5.0,23.0,39.0,1.0,22383261.66
1337,1232.0,12.0,18.0,15.0,8.0,11.0,22.0,0.0,0.0
1338,1233.0,49.0,22.0,59.0,29.0,32.0,54.0,0.0,0.0
1339,1234.0,3.0,5.0,24.0,19.0,30.0,35.0,0.0,0.0
1340,1235.0,16.0,49.0,55.0,20.0,10.0,26.0,0.0,0.0
1341,1236.0,17.0,20.0,38.0,8.0,53.0,3.0,0.0,0.0
1342,1237.0,26.0,21.0,39.0,5.0,18.0,59.0,1.0,30150521.09
1343,1238.0,40.0,45.0,24.0,14.0,13.0,39.0,0.0,0.0
1344,1239.0,15.0,1.0,48.0,37.0,39.0,52.0,0.0,0.0
1345,1240.0,22.0,42.0,49.0,8.0,12.0,9.0,0.0,0.0
1346,1241.0,13.0,26.0,25.0,10.0,28.0,45.0,0.0,0.0
1347,1242.0,54.0,45.0,51.0,11.0,34.0,48.0,0.0,0.0
1348,1243.0,32.0,19.0,23.0,57.0,9.0,29.0,0.0,0.0
1349,1244.0,45.0,8.0,34.0,15.0,2.0,25.0,0.0,0.0
1350,1245.0,34.0,10.0,37.0,50.0,43.0,2.0,4.0,48598800.01
1351,,,,,,,,,
1352,,,,,,,,,
1353,,,,,,,,,
1354,1246.0,59.0,10.0,37.0,57.0,40.0,43.0,0.0,0.0
1355,1247.0,9.0,11.0,24.0,3.0,51.0,36.0,0.0,0.0
1356,1248.0,20.0,33.0,58.0,34.0,57.0,60.0,0.0,0.0
1357,1249.0,3.0,40.0,8.0,53.0,51.0,36.0,1.0,11177972.67
1358,1250.0,59.0,1.0,2.0,40.0,51.0,24.0,0.0,0.0
1359,1251.0,48.0,27.0,34.0,52.0,46.0,5.0,0.0,0.0
1360,1252.0,35.0,2.0,51.0,14.0,49.0,39.0,0.0,0.0
1361,1253.0,2.0,51.0,17.0,44.0,43.0,23.0,0.0,0.0
1362,1254.0,9.0,29.0,18.0,7.0,14.0,39.0,0.0,0.0
1363,1255.0,23.0,5.0,54.0,39.0,38.0,51.0,0.0,0.0
1364,1256.0,26.0,38.0,33.0,35.0,53.0,43.0,0.0,0.0
1365,1257.0,27.0,15.0,30.0,52.0,26.0,2.0,2.0,26211767.61
1366,,,,,,,,,
1367,1258.0,47.0,26.0,11.0,57.0,59.0,55.0,0.0,0.0
1368,1259.0,39.0,54.0,58.0,46.0,4.0,6.0,0.0,0.0
1369,1260.0,19.0,23.0,31.0,53.0,29.0,41.0,0.0,0.0
1370,1261.0,10.0,41.0,14.0,22.0,53.0,42.0,0.0,0.0
1371,1262.0,11.0,39.0,9.0,5.0,8.0,7.0,2.0,16677746.77
1372,,,,,,,,,
1373,1263.0,41.0,53.0,18.0,4.0,36.0,26.0,0.0,0.0
1374,1264.0,56.0,17.0,37.0,51.0,4.0,36.0,0.0,0.0
1375,1265.0,13.0,50.0,46.0,24.0,60.0,19.0,0.0,0.0
1376,1266.0,39.0,6.0,42.0,10.0,60.0,33.0,0.0,0.0
1377,1267.0,47.0,58.0,4.0,41.0,20.0,30.0,0.0,0.0
1378,1268.0,17.0,53.0,60.0,44.0,16.0,3.0,0.0,0.0
1379,1269.0,51.0,5.0,27.0,4.0,15.0,17.0,2.0,19413790.51
1380,,,,,,,,,
1381,1270.0,31.0,33.0,24.0,5.0,42.0,9.0,0.0,0.0
1382,1271.0,2.0,52.0,39.0,59.0,48.0,1.0,0.0,0.0
1383,1272.0,28.0,27.0,13.0,35.0,26.0,52.0,0.0,0.0
1384,1273.0,60.0,26.0,19.0,58.0,13.0,40.0,0.0,0.0
1385,1274.0,13.0,59.0,21.0,17.0,40.0,39.0,0.0,0.0
1386,1275.0,58.0,55.0,14.0,2.0,60.0,48.0,0.0,0.0
1387,1276.0,9.0,40.0,5.0,22.0,36.0,11.0,2.0,35704303.03
1388,,,,,,,,,
1389,1277.0,50.0,59.0,18.0,31.0,60.0,12.0,0.0,0.0
1390,1278.0,4.0,16.0,24.0,56.0,25.0,30.0,0.0,0.0
1391,1279.0,8.0,29.0,36.0,35.0,14.0,40.0,0.0,0.0
1392,1280.0,29.0,6.0,54.0,10.0,20.0,16.0,0.0,0.0
1393,1281.0,36.0,14.0,30.0,38.0,11.0,8.0,1.0,34943738.22
1394,1282.0,4.0,39.0,56.0,23.0,52.0,55.0,0.0,0.0
1395,1283.0,59.0,8.0,60.0,44.0,40.0,30.0,0.0,0.0
1396,1284.0,26.0,21.0,20.0,36.0,31.0,29.0,0.0,0.0
1397,1285.0,33.0,10.0,15.0,38.0,31.0,28.0,0.0,0.0
1398,1286.0,5.0,52.0,2.0,33.0,51.0,28.0,0.0,0.0
1399,1287.0,33.0,42.0,12.0,31.0,11.0,52.0,0.0,0.0
1400,1288.0,42.0,32.0,56.0,40.0,30.0,17.0,0.0,0.0
1401,1289.0,13.0,8.0,27.0,1.0,3.0,52.0,2.0,26440275.46
1402,,,,,,,,,
1403,1290.0,14.0,50.0,3.0,23.0,2.0,34.0,0.0,0.0
1404,1291.0,18.0,57.0,58.0,40.0,47.0,54.0,0.0,0.0
1405,1292.0,30.0,31.0,23.0,9.0,54.0,11.0,0.0,0.0
1406,1293.0,24.0,50.0,1.0,44.0,13.0,40.0,0.0,0.0
1407,1294.0,6.0,50.0,4.0,48.0,29.0,51.0,0.0,0.0
1408,1295.0,20.0,2.0,43.0,15.0,5.0,57.0,1.0,73451540.26
1409,1296.0,49.0,43.0,14.0,10.0,53.0,46.0,0.0,0.0
1410,1297.0,2.0,56.0,11.0,5.0,59.0,13.0,0.0,0.0
1411,1298.0,60.0,14.0,53.0,30.0,15.0,55.0,1.0,9047534.6
1412,1299.0,56.0,32.0,8.0,22.0,43.0,53.0,0.0,0.0
1413,1300.0,46.0,43.0,59.0,54.0,44.0,53.0,2.0,9484391.42
1414,,,,,,,,,
1415,1301.0,16.0,25.0,3.0,51.0,23.0,56.0,1.0,2751015.4
1416,1302.0,44.0,15.0,56.0,2.0,10.0,57.0,0.0,0.0
1417,1303.0,19.0,51.0,54.0,8.0,52.0,46.0,0.0,0.0
1418,1304.0,35.0,23.0,15.0,7.0,20.0,14.0,0.0,0.0
1419,1305.0,44.0,11.0,5.0,46.0,36.0,3.0,0.0,0.0
1420,1306.0,45.0,6.0,19.0,34.0,43.0,22.0,0.0,0.0
1421,1307.0,10.0,47.0,54.0,7.0,43.0,32.0,1.0,32075789.45
1422,1308.0,24.0,33.0,7.0,30.0,47.0,8.0,0.0,0.0
1423,1309.0,7.0,12.0,25.0,26.0,32.0,39.0,0.0,0.0
1424,1310.0,14.0,8.0,53.0,9.0,59.0,32.0,0.0,0.0
1425,1311.0,54.0,7.0,19.0,12.0,45.0,9.0,0.0,0.0
1426,1312.0,28.0,30.0,29.0,22.0,20.0,5.0,0.0,0.0
1427,1313.0,39.0,26.0,49.0,1.0,4.0,43.0,0.0,0.0
1428,1314.0,42.0,44.0,52.0,58.0,60.0,38.0,0.0,0.0
1429,1315.0,27.0,29.0,1.0,50.0,52.0,38.0,1.0,63981675.84
1430,1316.0,48.0,34.0,25.0,42.0,13.0,8.0,1.0,2824002.29
1431,1317.0,35.0,29.0,37.0,13.0,6.0,30.0,0.0,0.0
1432,1318.0,34.0,46.0,14.0,28.0,11.0,16.0,0.0,0.0
1433,1319.0,16.0,4.0,18.0,27.0,5.0,51.0,0.0,0.0
1434,1320.0,38.0,17.0,55.0,41.0,24.0,25.0,0.0,0.0
1435,1321.0,51.0,59.0,47.0,10.0,60.0,53.0,1.0,31071213.53
1436,1322.0,55.0,43.0,21.0,10.0,47.0,53.0,0.0,0.0
1437,1323.0,25.0,37.0,15.0,6.0,48.0,55.0,0.0,0.0
1438,1324.0,29.0,44.0,51.0,31.0,18.0,57.0,0.0,0.0
1439,1325.0,35.0,2.0,20.0,43.0,5.0,16.0,0.0,0.0
1440,1326.0,30.0,19.0,10.0,18.0,50.0,11.0,0.0,0.0
1441,1327.0,41.0,35.0,36.0,16.0,52.0,54.0,0.0,0.0
1442,1328.0,43.0,27.0,59.0,53.0,23.0,10.0,1.0,45390782.32
1443,1329.0,43.0,50.0,8.0,7.0,39.0,11.0,0.0,0.0
1444,1330.0,48.0,8.0,21.0,18.0,49.0,30.0,0.0,0.0
1445,1331.0,24.0,46.0,39.0,57.0,26.0,9.0,1.0,29215205.37
1446,1332.0,5.0,13.0,3.0,24.0,35.0,59.0,1.0,2963357.08
1447,1333.0,25.0,51.0,26.0,42.0,28.0,33.0,0.0,0.0
1448,1334.0,8.0,25.0,27.0,6.0,10.0,1.0,0.0,0.0
1449,1335.0,49.0,3.0,51.0,20.0,22.0,14.0,1.0,21885288.49
1450,1336.0,51.0,54.0,32.0,1.0,38.0,47.0,1.0,3086420.09
1451,1337.0,38.0,2.0,45.0,35.0,20.0,51.0,0.0,0.0
1452,1338.0,19.0,33.0,18.0,43.0,60.0,1.0,1.0,5448452.03
1453,1339.0,59.0,10.0,16.0,14.0,7.0,54.0,0.0,0.0
1454,1340.0,36.0,21.0,13.0,59.0,60.0,30.0,0.0,0.0
1455,1341.0,11.0,40.0,37.0,20.0,1.0,52.0,0.0,0.0
1456,1342.0,5.0,60.0,46.0,42.0,50.0,7.0,0.0,0.0
1457,1343.0,51.0,31.0,42.0,20.0,56.0,19.0,0.0,0.0
1458,1344.0,19.0,42.0,8.0,36.0,21.0,59.0,3.0,12497169.8
1459,,,,,,,,,
1460,,,,,,,,,
1461,1345.0,50.0,40.0,26.0,7.0,19.0,17.0,0.0,0.0
1462,1346.0,59.0,47.0,32.0,48.0,40.0,12.0,1.0,24409476.19
1463,1347.0,19.0,45.0,54.0,56.0,46.0,9.0,0.0,0.0
1464,1348.0,38.0,45.0,39.0,7.0,12.0,56.0,0.0,0.0
1465,1349.0,9.0,19.0,20.0,50.0,60.0,51.0,1.0,7099412.95
1466,1350.0,4.0,36.0,29.0,55.0,45.0,3.0,5.0,35523497.52
1467,,,,,,,,,
1468,,,,,,,,,
1469,,,,,,,,,
1470,,,,,,,,,
1471,1351.0,13.0,50.0,41.0,36.0,56.0,33.0,0.0,0.0
1472,1352.0,35.0,59.0,36.0,9.0,18.0,24.0,0.0,0.0
1473,1353.0,47.0,11.0,3.0,27.0,32.0,13.0,1.0,8311160.99
1474,1354.0,2.0,42.0,8.0,49.0,48.0,38.0,1.0,2815977.4
1475,1355.0,39.0,49.0,11.0,24.0,17.0,46.0,0.0,0.0
1476,1356.0,21.0,46.0,6.0,22.0,13.0,31.0,0.0,0.0
1477,1357.0,55.0,52.0,26.0,19.0,1.0,24.0,0.0,0.0
1478,1358.0,16.0,15.0,37.0,3.0,35.0,47.0,0.0,0.0
1479,1359.0,12.0,17.0,28.0,53.0,6.0,10.0,0.0,0.0
1480,1360.0,50.0,25.0,17.0,16.0,54.0,2.0,2.0,22673254.06
1481,,,,,,,,,
1482,1361.0,37.0,27.0,44.0,30.0,38.0,23.0,0.0,0.0
1483,1362.0,58.0,19.0,12.0,22.0,2.0,36.0,3.0,1924196.22
1484,,,,,,,,,
1485,,,,,,,,,
1486,1363.0,52.0,25.0,42.0,45.0,35.0,57.0,0.0,0.0
1487,1364.0,20.0,13.0,40.0,10.0,53.0,44.0,0.0,0.0
1488,1365.0,50.0,35.0,32.0,26.0,2.0,24.0,0.0,0.0
1489,1366.0,59.0,44.0,54.0,37.0,27.0,12.0,1.0,22902720.55
1490,1367.0,38.0,29.0,43.0,13.0,7.0,2.0,0.0,0.0
1491,1368.0,10.0,26.0,29.0,38.0,32.0,21.0,1.0,4873830.43
1492,1369.0,32.0,24.0,16.0,38.0,5.0,46.0,0.0,0.0
1493,1370.0,2.0,27.0,59.0,49.0,4.0,5.0,2.0,7499281.75
1494,,,,,,,,,
1495,1371.0,47.0,11.0,8.0,49.0,3.0,4.0,0.0,0.0
1496,1372.0,46.0,60.0,58.0,36.0,40.0,3.0,0.0,0.0
1497,1373.0,52.0,39.0,7.0,27.0,55.0,57.0,1.0,8520148.41
1498,1374.0,21.0,33.0,28.0,31.0,43.0,6.0,0.0,0.0
1499,1375.0,25.0,28.0,53.0,45.0,14.0,58.0,2.0,7822077.02
1500,,,,,,,,,
1501,1376.0,53.0,49.0,21.0,11.0,54.0,9.0,0.0,0.0
1502,1377.0,25.0,5.0,13.0,12.0,35.0,2.0,1.0,5600981.17
1503,1378.0,18.0,17.0,59.0,2.0,54.0,5.0,0.0,0.0
1504,1379.0,45.0,5.0,36.0,12.0,50.0,58.0,0.0,0.0
1505,1380.0,52.0,14.0,3.0,60.0,57.0,55.0,0.0,0.0
1506,1381.0,44.0,30.0,27.0,11.0,40.0,57.0,1.0,22817234.34
1507,1382.0,17.0,27.0,55.0,13.0,5.0,16.0,0.0,0.0
1508,1383.0,9.0,55.0,23.0,44.0,7.0,46.0,0.0,0.0
1509,1384.0,56.0,18.0,31.0,2.0,30.0,45.0,2.0,4030007.03
1510,,,,,,,,,
1511,1385.0,42.0,37.0,35.0,27.0,59.0,36.0,1.0,13402970.05
1512,1386.0,39.0,56.0,28.0,12.0,51.0,38.0,0.0,0.0
